content,score,label,content_sw,content_token,content_stem
saya tidak pernah berlangganan sama apk ini terus saya tida pernah pencet uji coba tiba2 saldo dana saya kepotong 187 ribu saya ingin saldo saya dikembalikan,1,Negatif,berlangganan apk tida pencet uji coba tiba2 saldo dana kepotong 187 ribu saldo dikembalikan,"['berlangganan', 'apk', 'tida', 'pencet', 'uji', 'coba', 'tiba2', 'saldo', 'dana', 'kepotong', '187', 'ribu', 'saldo', 'dikembalikan']",langgan apk tida pencet uji coba tiba2 saldo dana potong 187 ribu saldo kembali
aplikasi yg sangat bagus dan memuaskan smua jadi gampang dan cepat prosesnya,5,Positif,aplikasi yg bagus memuaskan smua gampang cepat prosesnya,"['aplikasi', 'yg', 'bagus', 'memuaskan', 'smua', 'gampang', 'cepat', 'prosesnya']",aplikasi yg bagus muas smua gampang cepat proses
apk apa iklan setiap buka atau mai keluar iklan truss saya hapus lagi,1,Negatif,apk iklan buka mai iklan truss hapus,"['apk', 'iklan', 'buka', 'mai', 'iklan', 'truss', 'hapus']",apk iklan buka mai iklan truss hapus
sya melihat dri ulasan kerabat yang sudah mencoba dri turbo vpn ini sangat mengesan kn sekali dri ini saya tertarik untuk mencobanya smoga saja tidak mengecewakan,5,Positif,sya dri ulasan kerabat mencoba dri turbo vpn mengesan kn dri tertarik mencobanya smoga mengecewakan,"['sya', 'dri', 'ulasan', 'kerabat', 'mencoba', 'dri', 'turbo', 'vpn', 'mengesan', 'kn', 'dri', 'tertarik', 'mencobanya', 'smoga', 'mengecewakan']",sya dri ulas kerabat coba dri turbo vpn es kn dri tarik coba smoga kecewa
bagus versi biasa aja udah enak buat selancar di internet apalagi versi pro nya,5,Positif,bagus versi aja udah enak selancar internet versi pro nya,"['bagus', 'versi', 'aja', 'udah', 'enak', 'selancar', 'internet', 'versi', 'pro', 'nya']",bagus versi aja udah enak selancar internet versi pro nya
sudah bagus banget tidak lelet dan tidak ada iklan langsung conek tanpa batas,5,Positif,bagus banget lelet iklan langsung conek batas,"['bagus', 'banget', 'lelet', 'iklan', 'langsung', 'conek', 'batas']",bagus banget lelet iklan langsung conek batas
mantap banget apknya sangat membatu mengakses sangat lancar dan setabil,5,Positif,mantap banget apknya membatu mengakses lancar setabil,"['mantap', 'banget', 'apknya', 'membatu', 'mengakses', 'lancar', 'setabil']",mantap banget apknya batu akses lancar setabil
app turbo vpn jni memang luar biasa sangat cepat ,5,Positif,app turbo vpn jni cepat,"['app', 'turbo', 'vpn', 'jni', 'cepat']",app turbo vpn jni cepat
mantul udh cepat gk lelet lg sdh gthu gratisan kl ada bintang 6 jg gw kasi bntg 6,5,Positif,mantul udh cepat gk lelet lg sdh gthu gratisan kl bintang 6 jg gw kasi bntg 6,"['mantul', 'udh', 'cepat', 'gk', 'lelet', 'lg', 'sdh', 'gthu', 'gratisan', 'kl', 'bintang', '6', 'jg', 'gw', 'kasi', 'bntg', '6']",mantul udh cepat gk lelet lg sdh gthu gratis kl bintang 6 jg gw kasi bntg 6
untuk mencari server di free fire sangat cepat dan bagus,5,Positif,mencari server free fire cepat bagus,"['mencari', 'server', 'free', 'fire', 'cepat', 'bagus']",cari server free fire cepat bagus
aplikasi nya bagus sangat membantu bekerja dgn baik dan cepat,5,Positif,aplikasi nya bagus membantu dgn cepat,"['aplikasi', 'nya', 'bagus', 'membantu', 'dgn', 'cepat']",aplikasi nya bagus bantu dgn cepat
mantap dan muda untuk menonton filem yuuhuyyyy pokoknya sangat membantu,5,Positif,mantap muda menonton filem yuuhuyyyy pokoknya membantu,"['mantap', 'muda', 'menonton', 'filem', 'yuuhuyyyy', 'pokoknya', 'membantu']",mantap muda tonton filem yuuhuyyyy pokok bantu
bagus di gunakan tidak banyak iklan hemat data lagi,5,Positif,bagus iklan hemat data,"['bagus', 'iklan', 'hemat', 'data']",bagus iklan hemat data
jelek bet kalo pake server luar terus main game mobile legends jaringan ya ngelag parah mending pake vpn lain sih,1,Negatif,jelek bet kalo pake server main game mobile legends jaringan ya ngelag parah mending pake vpn sih,"['jelek', 'bet', 'kalo', 'pake', 'server', 'main', 'game', 'mobile', 'legends', 'jaringan', 'ya', 'ngelag', 'parah', 'mending', 'pake', 'vpn', 'sih']",jelek bet kalo pake server main game mobile legends jaring ya ngelag parah mending pake vpn sih
sangat membantu kelancaran koneksi terutama ke wi fi,5,Positif,membantu kelancaran koneksi wi fi,"['membantu', 'kelancaran', 'koneksi', 'wi', 'fi']",bantu lancar koneksi wi fi
sementara sangat puas dengan app ini semoga tetap bisa buat pelanggan semakin puas,5,Positif,puas app semoga pelanggan puas,"['puas', 'app', 'semoga', 'pelanggan', 'puas']",puas app moga langgan puas
tetep aja keganggu meski jaringan tinggi tapi gak bisa buat maen game,5,Positif,tetep aja keganggu jaringan gak maen game,"['tetep', 'aja', 'keganggu', 'jaringan', 'gak', 'maen', 'game']",tetep aja ganggu jaring gak maen game
saran dari saya akses ke negara lain bisa di perluas lagi atau dengan premium yang lebih murah,4,Positif,saran akses negara perluas premium murah,"['saran', 'akses', 'negara', 'perluas', 'premium', 'murah']",saran akses negara luas premium murah
baru sekali pakai alhamdulilah lancar buat download video² makasih,5,Positif,pakai alhamdulilah lancar download video² makasih,"['pakai', 'alhamdulilah', 'lancar', 'download', 'video²', 'makasih']",pakai alhamdulilah lancar download video makasih
bagus banget ini aplikasinya walau ada iklannya smoga kedepannya makin lancar,5,Positif,bagus banget aplikasinya iklannya smoga kedepannya lancar,"['bagus', 'banget', 'aplikasinya', 'iklannya', 'smoga', 'kedepannya', 'lancar']",bagus banget aplikasi iklan smoga depan lancar
seneng bgt aplikasi ini semoga selalu membantu memudahkan komunikasi kami dari jauh,5,Positif,seneng bgt aplikasi semoga membantu memudahkan komunikasi,"['seneng', 'bgt', 'aplikasi', 'semoga', 'membantu', 'memudahkan', 'komunikasi']",neng bgt aplikasi moga bantu mudah komunikasi
apa perbedaan dari turbo vpn dengan turbo vpn lite yang manakah yang lebih baik ,5,Positif,perbedaan turbo vpn turbo vpn lite manakah,"['perbedaan', 'turbo', 'vpn', 'turbo', 'vpn', 'lite', 'manakah']",beda turbo vpn turbo vpn lite mana
aplikasi ny ok tpi ada tapi nya time dia ada had nya so kita kena perhatikan dn sambungkan lagi,5,Positif,aplikasi ny ok tpi nya time had nya so kena perhatikan dn sambungkan,"['aplikasi', 'ny', 'ok', 'tpi', 'nya', 'time', 'had', 'nya', 'so', 'kena', 'perhatikan', 'dn', 'sambungkan']",aplikasi ny ok tpi nya time had nya so kena perhati dn sambung
jaringan sangat cepat meluncur pookok nya mantap,5,Positif,jaringan cepat meluncur pookok nya mantap,"['jaringan', 'cepat', 'meluncur', 'pookok', 'nya', 'mantap']",jaring cepat luncur pookok nya mantap
jaringannya sangat stabil dan apk ini sangat memuaskan,5,Positif,jaringannya stabil apk memuaskan,"['jaringannya', 'stabil', 'apk', 'memuaskan']",jaring stabil apk muas
kadang kadang sekarang suka lelet pas masuk ke aplikasi nya turbo vpn ,5,Positif,kadang kadang suka lelet pas masuk aplikasi nya turbo vpn,"['kadang', 'kadang', 'suka', 'lelet', 'pas', 'masuk', 'aplikasi', 'nya', 'turbo', 'vpn']",kadang kadang suka lelet pas masuk aplikasi nya turbo vpn
nyesel banget download apk ini koneksinya suka mati putus sendiri ,1,Negatif,nyesel banget download apk koneksinya suka mati putus,"['nyesel', 'banget', 'download', 'apk', 'koneksinya', 'suka', 'mati', 'putus']",nyesel banget download apk koneksi suka mati putus
sangan baik prrtahankan kualitas jaringan tersambung yang baik,5,Positif,sangan prrtahankan kualitas jaringan tersambung,"['sangan', 'prrtahankan', 'kualitas', 'jaringan', 'tersambung']",sangan prrtahankan kualitas jaring sambung
sangat bagus apk nya tapi iklannya di kurangi,5,Positif,bagus apk nya iklannya kurangi,"['bagus', 'apk', 'nya', 'iklannya', 'kurangi']",bagus apk nya iklan kurang
sangat bagus bisa buat membuka situs yg terblokir mantaaappp,5,Positif,bagus membuka situs yg terblokir mantaaappp,"['bagus', 'membuka', 'situs', 'yg', 'terblokir', 'mantaaappp']",bagus buka situs yg blokir mantaaappp
vpn ini sangat bagus dan aman 100 yang tidak ada pemerintah indonesia ,5,Positif,vpn bagus aman 100 pemerintah indonesia,"['vpn', 'bagus', 'aman', '100', 'pemerintah', 'indonesia']",vpn bagus aman 100 perintah indonesia
cukup membantu cuma tetap ada sebagian dari aplikasi yang tidak terbuka,5,Positif,membantu aplikasi terbuka,"['membantu', 'aplikasi', 'terbuka']",bantu aplikasi buka
emang gak ada obat aplikasi gvn jaringan jelek bisa jadi pilihan bagus,5,Positif,emang gak obat aplikasi gvn jaringan jelek pilihan bagus,"['emang', 'gak', 'obat', 'aplikasi', 'gvn', 'jaringan', 'jelek', 'pilihan', 'bagus']",emang gak obat aplikasi gvn jaring jelek pilih bagus
sangat membantu tpi sayang iklannya mengganggu,5,Positif,membantu tpi sayang iklannya mengganggu,"['membantu', 'tpi', 'sayang', 'iklannya', 'mengganggu']",bantu tpi sayang iklan ganggu
semoga aplikasinya bermanfaat dan bisa berguna untuk horang horang marger selalu menyepi dalam kesendirian ,5,Positif,semoga aplikasinya bermanfaat berguna horang horang marger menyepi kesendirian,"['semoga', 'aplikasinya', 'bermanfaat', 'berguna', 'horang', 'horang', 'marger', 'menyepi', 'kesendirian']",moga aplikasi manfaat guna horang horang marger nyepi sendiri
smentara bagus dan terlalu mbyak iklan dan durasi yg terbatas,5,Positif,smentara bagus mbyak iklan durasi yg terbatas,"['smentara', 'bagus', 'mbyak', 'iklan', 'durasi', 'yg', 'terbatas']",smentara bagus mbyak iklan durasi yg batas
aplikasi bagus gak ribet sekali tekan langsung terhubung ,5,Positif,aplikasi bagus gak ribet tekan langsung terhubung,"['aplikasi', 'bagus', 'gak', 'ribet', 'tekan', 'langsung', 'terhubung']",aplikasi bagus gak ribet tekan langsung hubung
apknya bagus karena dapat memperkuat jaringan sinyal hp,5,Positif,apknya bagus memperkuat jaringan sinyal hp,"['apknya', 'bagus', 'memperkuat', 'jaringan', 'sinyal', 'hp']",apknya bagus kuat jaring sinyal hp
cepat dan mudah tersambung internet mana saja mantap,5,Positif,cepat mudah tersambung internet mantap,"['cepat', 'mudah', 'tersambung', 'internet', 'mantap']",cepat mudah sambung internet mantap
sankat bagus aplikasi android di mn itu kpn bae lgi glk nk mntk dana smo siapo yo km tuh jdi bisa tlng bantu proses daftarkan akun nya saya,5,Positif,sankat bagus aplikasi android mn kpn bae lgi glk nk mntk dana smo siapo yo km tuh jdi tlng bantu proses daftarkan akun nya,"['sankat', 'bagus', 'aplikasi', 'android', 'mn', 'kpn', 'bae', 'lgi', 'glk', 'nk', 'mntk', 'dana', 'smo', 'siapo', 'yo', 'km', 'tuh', 'jdi', 'tlng', 'bantu', 'proses', 'daftarkan', 'akun', 'nya']",sankat bagus aplikasi android mn kpn bae lgi glk nk mntk dana smo siapo yo km tuh jdi tlng bantu proses daftar akun nya
mantap banget ini apk vpn nya lancar cepat tanpa loading,5,Positif,mantap banget apk vpn nya lancar cepat loading,"['mantap', 'banget', 'apk', 'vpn', 'nya', 'lancar', 'cepat', 'loading']",mantap banget apk vpn nya lancar cepat loading
bagus juga sih sayangnya banyak iklannya,5,Positif,bagus sih sayangnya iklannya,"['bagus', 'sih', 'sayangnya', 'iklannya']",bagus sih sayang iklan
vpn terbaik cuman yang berbayarnya agak di kunrangi yah ,4,Positif,vpn terbaik cuman berbayarnya kunrangi yah,"['vpn', 'terbaik', 'cuman', 'berbayarnya', 'kunrangi', 'yah']",vpn baik cuman bayar kunrangi yah
banyak iklan dan server vpn gratisannya makin berkurang,1,Negatif,iklan server vpn gratisannya berkurang,"['iklan', 'server', 'vpn', 'gratisannya', 'berkurang']",iklan server vpn gratis kurang
sangat sangat membantu meskipung ada sedikit iklan,5,Positif,membantu meskipung iklan,"['membantu', 'meskipung', 'iklan']",bantu meskipung iklan
sangat membantu saat jaringan sinyal lemah ,5,Positif,membantu jaringan sinyal lemah,"['membantu', 'jaringan', 'sinyal', 'lemah']",bantu jaring sinyal lemah
sangat membantu saya untuk membuka link bokep dari segala penjuru mulai dari yg jepang china barat maupun asia good job,5,Positif,membantu membuka link bokep penjuru yg jepang china barat asia good job,"['membantu', 'membuka', 'link', 'bokep', 'penjuru', 'yg', 'jepang', 'china', 'barat', 'asia', 'good', 'job']",bantu buka link bokep penjuru yg jepang china barat asia good job
vpnya cepat buat disaat sinyal lemah di gunung,5,Positif,vpnya cepat disaat sinyal lemah gunung,"['vpnya', 'cepat', 'disaat', 'sinyal', 'lemah', 'gunung']",vpnya cepat saat sinyal lemah gunung
sangat bagus untuk server game dan web yg di blokir di indonesia ,5,Positif,bagus server game web yg blokir indonesia,"['bagus', 'server', 'game', 'web', 'yg', 'blokir', 'indonesia']",bagus server game web yg blokir indonesia
kenapa saldo dana saya kepotong padahal saya tidak merasa berlangganan dan saya tidak trima mohon saldo saya di kembalikan ,1,Negatif,saldo dana kepotong berlangganan trima mohon saldo kembalikan,"['saldo', 'dana', 'kepotong', 'berlangganan', 'trima', 'mohon', 'saldo', 'kembalikan']",saldo dana potong langgan trima mohon saldo kembali
luar biasa baiknya semoga negara yg di pilih bisa mengjasilkan lebih banyak dan lebih besar penghasilan dari game turbo vpn secure makin maju ya,5,Positif,baiknya semoga negara yg pilih mengjasilkan penghasilan game turbo vpn secure maju ya,"['baiknya', 'semoga', 'negara', 'yg', 'pilih', 'mengjasilkan', 'penghasilan', 'game', 'turbo', 'vpn', 'secure', 'maju', 'ya']",baik moga negara yg pilih mengjasilkan hasil game turbo vpn secure maju ya
bagus tapi selalu ada iklan mohon untuk dihilangkan,5,Positif,bagus iklan mohon dihilangkan,"['bagus', 'iklan', 'mohon', 'dihilangkan']",bagus iklan mohon hilang
ok bnget dah link yg diblok diaktifkan turbo vpn nya pasti langsung kebuka,5,Positif,ok bnget dah link yg diblok diaktifkan turbo vpn nya langsung kebuka,"['ok', 'bnget', 'dah', 'link', 'yg', 'diblok', 'diaktifkan', 'turbo', 'vpn', 'nya', 'langsung', 'kebuka']",ok bnget dah link yg blok aktif turbo vpn nya langsung buka
sangat membantu saat saya berada didaerah yang sinyal turun naik bagus boss ku trimakasih,5,Positif,membantu didaerah sinyal turun bagus boss ku trimakasih,"['membantu', 'didaerah', 'sinyal', 'turun', 'bagus', 'boss', 'ku', 'trimakasih']",bantu daerah sinyal turun bagus boss ku trimakasih
aplikasi nya bagus tpi tolong dong jang sering lelet gituu ,4,Positif,aplikasi nya bagus tpi tolong jang lelet gituu,"['aplikasi', 'nya', 'bagus', 'tpi', 'tolong', 'jang', 'lelet', 'gituu']",aplikasi nya bagus tpi tolong jang lelet gituu
koneksi sesuai jaringan tapi udah mantul klo bisa kecepatan di tingkatkan lagi trima kasih ,5,Positif,koneksi sesuai jaringan udah mantul klo kecepatan tingkatkan trima kasih,"['koneksi', 'sesuai', 'jaringan', 'udah', 'mantul', 'klo', 'kecepatan', 'tingkatkan', 'trima', 'kasih']",koneksi sesuai jaring udah mantul klo cepat tingkat trima kasih
bagus untuk browsing tapi terkadang tiba² hilang sendiri putus koneksi sebenar nya bagus buat browsing ,5,Positif,bagus browsing terkadang tiba² hilang putus koneksi sebenar nya bagus browsing,"['bagus', 'browsing', 'terkadang', 'tiba²', 'hilang', 'putus', 'koneksi', 'sebenar', 'nya', 'bagus', 'browsing']",bagus browsing terkadang tiba hilang putus koneksi benar nya bagus browsing
lumayan sih koneksi jaringan nya tapi agak lelet di saat masuk dalam game dan satu lagi kebanyakan iklan kalo boleh di batasi itu iklannya ga berguna tuh iklan,4,Positif,lumayan sih koneksi jaringan nya lelet masuk game kebanyakan iklan kalo batasi iklannya ga berguna tuh iklan,"['lumayan', 'sih', 'koneksi', 'jaringan', 'nya', 'lelet', 'masuk', 'game', 'kebanyakan', 'iklan', 'kalo', 'batasi', 'iklannya', 'ga', 'berguna', 'tuh', 'iklan']",lumayan sih koneksi jaring nya lelet masuk game banyak iklan kalo batas iklan ga guna tuh iklan
sangat bagus versi gratis maupun berbayar sudah balance yg kita keluarkan sesuai dengan yang kita dapat sejujurnya ini vpn tercepat sih yg pernah kupake ,5,Positif,bagus versi gratis berbayar balance yg keluarkan sesuai sejujurnya vpn tercepat sih yg kupake,"['bagus', 'versi', 'gratis', 'berbayar', 'balance', 'yg', 'keluarkan', 'sesuai', 'sejujurnya', 'vpn', 'tercepat', 'sih', 'yg', 'kupake']",bagus versi gratis bayar balance yg keluar sesuai jujur vpn cepat sih yg kupake
sangat bagus dan akan tetapi koneksi sering terputus dengan sendirinya mohon di perbaiki agar koneksi selalu terhubung ,5,Positif,bagus koneksi terputus mohon perbaiki koneksi terhubung,"['bagus', 'koneksi', 'terputus', 'mohon', 'perbaiki', 'koneksi', 'terhubung']",bagus koneksi putus mohon baik koneksi hubung
saya tidak memiliki pembayaran berlangan di turbo vpn tapi saldo dana saya kepotong secara otomatis saldo dana saya kepotong otomatis setiap tanggal 8 nama sur ka no dana 0812 5835 saya sangat sangat tidak mengerti kenapa akun dana saya di potong otomatis uangnya,1,Negatif,memiliki pembayaran berlangan turbo vpn saldo dana kepotong otomatis saldo dana kepotong otomatis tanggal 8 nama sur ka no dana 0812 5835 mengerti akun dana potong otomatis uangnya,"['memiliki', 'pembayaran', 'berlangan', 'turbo', 'vpn', 'saldo', 'dana', 'kepotong', 'otomatis', 'saldo', 'dana', 'kepotong', 'otomatis', 'tanggal', '8', 'nama', 'sur', 'ka', 'no', 'dana', '0812', '5835', 'mengerti', 'akun', 'dana', 'potong', 'otomatis', 'uangnya']",milik bayar lang turbo vpn saldo dana potong otomatis saldo dana potong otomatis tanggal 8 nama sur ka no dana 0812 5835 erti akun dana potong otomatis uang
setelah di update mala lalod tolong di perbaiki lagi sistemnya,5,Positif,update mala lalod tolong perbaiki sistemnya,"['update', 'mala', 'lalod', 'tolong', 'perbaiki', 'sistemnya']",update mala lalod tolong baik sistem
jaringan lemot setelah pake beberapa menit kadang suka mati sendiri padahal pake aplikasi ini udah bertahun2 tapi kenapa makin kesini malah makin jelek kualitasnya,1,Negatif,jaringan lemot pake menit kadang suka mati pake aplikasi udah bertahun2 kesini jelek kualitasnya,"['jaringan', 'lemot', 'pake', 'menit', 'kadang', 'suka', 'mati', 'pake', 'aplikasi', 'udah', 'bertahun2', 'kesini', 'jelek', 'kualitasnya']",jaring lot pake menit kadang suka mati pake aplikasi udah bertahun2 kesini jelek kualitas
aku udah lama menggunakan aplikasi ini pih sekarang kenapa di waktu suka mati sendiri bisakah seperti dulu lagi iklan di kurangi dan ga mati mati terus makasih ,5,Positif,udah aplikasi pih suka mati iklan kurangi ga mati mati makasih,"['udah', 'aplikasi', 'pih', 'suka', 'mati', 'iklan', 'kurangi', 'ga', 'mati', 'mati', 'makasih']",udah aplikasi pih suka mati iklan kurang ga mati mati makasih
aplikasi yang sangat bagus dan berguna buat kami yg bekerja di pedalaman meskipun suka ada kendala tapi joss lah mohon di perbaiki sedikit lagi dalam jangka dan tangkapan nya,5,Positif,aplikasi bagus berguna yg pedalaman suka kendala joss mohon perbaiki jangka tangkapan nya,"['aplikasi', 'bagus', 'berguna', 'yg', 'pedalaman', 'suka', 'kendala', 'joss', 'mohon', 'perbaiki', 'jangka', 'tangkapan', 'nya']",aplikasi bagus guna yg dalam suka kendala joss mohon baik jangka tangkap nya
saya suka vpn ini sinyal nya kuat tapi kenapa akhir akhir ini sering terputus dan sinyal nya hilang2 tolong diperbaiki seperti semula lagi ya,5,Positif,suka vpn sinyal nya kuat terputus sinyal nya hilang2 tolong diperbaiki ya,"['suka', 'vpn', 'sinyal', 'nya', 'kuat', 'terputus', 'sinyal', 'nya', 'hilang2', 'tolong', 'diperbaiki', 'ya']",suka vpn sinyal nya kuat putus sinyal nya hilang2 tolong baik ya
sekarang turbo vpn sangat menjengkel kan dan saya sangat kesal karna saya 2 hari ini tidak dapat membuka video xnxx dan saya tidak setuju sekali ada premium tertera di layar turbo vpn mohon ma af kalo saya tidak memberi ranting 5,1,Negatif,turbo vpn menjengkel kesal karna 2 membuka video xnxx setuju premium tertera layar turbo vpn mohon ma af kalo ranting 5,"['turbo', 'vpn', 'menjengkel', 'kesal', 'karna', '2', 'membuka', 'video', 'xnxx', 'setuju', 'premium', 'tertera', 'layar', 'turbo', 'vpn', 'mohon', 'ma', 'af', 'kalo', 'ranting', '5']",turbo vpn jengkel kesal karna 2 buka video xnxx tuju premium tera layar turbo vpn mohon ma af kalo ranting 5
sedikit lebih parah mending yang dulu ga banyak iklan,4,Positif,parah mending ga iklan,"['parah', 'mending', 'ga', 'iklan']",parah mending ga iklan
apk sangat bagus bisa membuka smua yg di block di negara kita ,5,Positif,apk bagus membuka smua yg block negara,"['apk', 'bagus', 'membuka', 'smua', 'yg', 'block', 'negara']",apk bagus buka smua yg block negara
cukup membantu aplikasi in karena situs apa pun yang diblokir semua jadi bisa dibuka pokok nya oke,5,Positif,membantu aplikasi in situs diblokir dibuka pokok nya oke,"['membantu', 'aplikasi', 'in', 'situs', 'diblokir', 'dibuka', 'pokok', 'nya', 'oke']",bantu aplikasi in situs blokir buka pokok nya oke
mohon di perbaiki soal koneksi yg sering terputus mendadak,5,Positif,mohon perbaiki koneksi yg terputus mendadak,"['mohon', 'perbaiki', 'koneksi', 'yg', 'terputus', 'mendadak']",mohon baik koneksi yg putus dadak
iklannya udah diluar nalar sangat tidak nyaman dipakai bentar bentar iklan durasi iklannya juga terlalu lama ,1,Negatif,iklannya udah diluar nalar nyaman dipakai bentar bentar iklan durasi iklannya,"['iklannya', 'udah', 'diluar', 'nalar', 'nyaman', 'dipakai', 'bentar', 'bentar', 'iklan', 'durasi', 'iklannya']",iklan udah luar nalar nyaman pakai bentar bentar iklan durasi iklan
mantap vpn turbo yg lelet jadi secepat kilat di bikin vpn turbo,5,Positif,mantap vpn turbo yg lelet secepat kilat bikin vpn turbo,"['mantap', 'vpn', 'turbo', 'yg', 'lelet', 'secepat', 'kilat', 'bikin', 'vpn', 'turbo']",mantap vpn turbo yg lelet cepat kilat bikin vpn turbo
jujurr aplikasi ini saya pakai sudah bertahun tahun dan sangat bagus tapi tolong devloper memperbaiki masalah yang sering terjadi ialah terputusnya keneksi untuk aplikasi ini saya rekomendasi untuk teman² ,4,Positif,jujurr aplikasi pakai bertahun bagus tolong devloper memperbaiki terputusnya keneksi aplikasi rekomendasi teman²,"['jujurr', 'aplikasi', 'pakai', 'bertahun', 'bagus', 'tolong', 'devloper', 'memperbaiki', 'terputusnya', 'keneksi', 'aplikasi', 'rekomendasi', 'teman²']",jujurr aplikasi pakai tahun bagus tolong devloper baik putus keneksi aplikasi rekomendasi teman
mudah digunakan mantap lah pokoke good apk ,5,Positif,mudah mantap pokoke good apk,"['mudah', 'mantap', 'pokoke', 'good', 'apk']",mudah mantap pokoke good apk
goood tapi terkadang suka terputus koneksi sendiri,5,Positif,goood terkadang suka terputus koneksi,"['goood', 'terkadang', 'suka', 'terputus', 'koneksi']",goood terkadang suka putus koneksi
sangat jelek hilang2 sendiri jaringan nya buat naik tensi,1,Negatif,jelek hilang2 jaringan nya tensi,"['jelek', 'hilang2', 'jaringan', 'nya', 'tensi']",jelek hilang2 jaring nya tensi
sangat berguna dan bermanfaat terimakasih turbo vpn ,5,Positif,berguna bermanfaat terimakasih turbo vpn,"['berguna', 'bermanfaat', 'terimakasih', 'turbo', 'vpn']",guna manfaat terimakasih turbo vpn
bagus tp tlong ditingkatkan lg koneksinya biar lebih asyik,5,Positif,bagus tp tlong ditingkatkan lg koneksinya biar asyik,"['bagus', 'tp', 'tlong', 'ditingkatkan', 'lg', 'koneksinya', 'biar', 'asyik']",bagus tp tlong tingkat lg koneksi biar asyik
aplikasinya sih udah bagus sangat membantu tapi tolongdong kualitasnya di tingkatkan lagi kadang downloadnya cepat tapi kadang tu lama bangat jadi untuk kecepatan kualitas jaringannya di tingkatkan lagi trimah kasih,5,Positif,aplikasinya sih udah bagus membantu tolongdong kualitasnya tingkatkan kadang downloadnya cepat kadang tu bangat kecepatan kualitas jaringannya tingkatkan trimah kasih,"['aplikasinya', 'sih', 'udah', 'bagus', 'membantu', 'tolongdong', 'kualitasnya', 'tingkatkan', 'kadang', 'downloadnya', 'cepat', 'kadang', 'tu', 'bangat', 'kecepatan', 'kualitas', 'jaringannya', 'tingkatkan', 'trimah', 'kasih']",aplikasi sih udah bagus bantu tolongdong kualitas tingkat kadang downloadnya cepat kadang tu bangat cepat kualitas jaring tingkat trimah kasih
sangat bagus dan membantu walau agak lemot terkadang,5,Positif,bagus membantu lemot terkadang,"['bagus', 'membantu', 'lemot', 'terkadang']",bagus bantu lot terkadang
aplikasinya sangat membatu untuk mencari link download video lucu,5,Positif,aplikasinya membatu mencari link download video lucu,"['aplikasinya', 'membatu', 'mencari', 'link', 'download', 'video', 'lucu']",aplikasi batu cari link download video lucu
terimakasih aplikasi turbo vpn sangat bagus sangat membantu mantap ,5,Positif,terimakasih aplikasi turbo vpn bagus membantu mantap,"['terimakasih', 'aplikasi', 'turbo', 'vpn', 'bagus', 'membantu', 'mantap']",terimakasih aplikasi turbo vpn bagus bantu mantap
sangat mendukung operasional pencarian digoogle tanpa batasan,5,Positif,mendukung operasional pencarian digoogle batasan,"['mendukung', 'operasional', 'pencarian', 'digoogle', 'batasan']",dukung operasional cari digoogle batas
lelet dan gak berfungsi seperti biasanya ,5,Positif,lelet gak berfungsi,"['lelet', 'gak', 'berfungsi']",lelet gak fungsi
masih tetap nyaman vpn iniya keren dengn sinyal yg bagus ,5,Positif,nyaman vpn iniya keren dengn sinyal yg bagus,"['nyaman', 'vpn', 'iniya', 'keren', 'dengn', 'sinyal', 'yg', 'bagus']",nyaman vpn iniya keren dengn sinyal yg bagus
sangat bagus tapi iklannya terlalu banyak,5,Positif,bagus iklannya,"['bagus', 'iklannya']",bagus iklan
aplikasi yg bagus sangat mmbantu tingkatkan agar semakin jos gamdos apik pokoke,5,Positif,aplikasi yg bagus mmbantu tingkatkan jos gamdos apik pokoke,"['aplikasi', 'yg', 'bagus', 'mmbantu', 'tingkatkan', 'jos', 'gamdos', 'apik', 'pokoke']",aplikasi yg bagus mmbantu tingkat jos gamdos apik pokoke
terlalu banyak iklan jaringan jadi tambah jelek,1,Negatif,iklan jaringan jelek,"['iklan', 'jaringan', 'jelek']",iklan jaring jelek
bagus kali iklan nya di kurangin aja,4,Positif,bagus kali iklan nya kurangin aja,"['bagus', 'kali', 'iklan', 'nya', 'kurangin', 'aja']",bagus kali iklan nya rangin aja
mantap pokoknya apk ini kembangkan terus dengan fitur2 terbaru,5,Positif,mantap pokoknya apk kembangkan fitur2 terbaru,"['mantap', 'pokoknya', 'apk', 'kembangkan', 'fitur2', 'terbaru']",mantap pokok apk kembang fitur2 baru
bagus cuma kalau bisa yg terkunci terbuka semua dong film ny,5,Positif,bagus yg terkunci terbuka film ny,"['bagus', 'yg', 'terkunci', 'terbuka', 'film', 'ny']",bagus yg kunci buka film ny
kebanyakan iklan gak penting n pas mau off susah bgt,5,Positif,kebanyakan iklan gak n pas off susah bgt,"['kebanyakan', 'iklan', 'gak', 'n', 'pas', 'off', 'susah', 'bgt']",banyak iklan gak n pas off susah bgt
terima kasih aplikasi ini membuat saya merasa lebih baik jangan ragu download aja main internet lebih mudah tidak ada hambatan,5,Positif,terima kasih aplikasi ragu download aja main internet mudah hambatan,"['terima', 'kasih', 'aplikasi', 'ragu', 'download', 'aja', 'main', 'internet', 'mudah', 'hambatan']",terima kasih aplikasi ragu download aja main internet mudah hambat
bagus cuma suka lemot tolong di perbaiki lagi,5,Positif,bagus suka lemot tolong perbaiki,"['bagus', 'suka', 'lemot', 'tolong', 'perbaiki']",bagus suka lot tolong baik
