userName,content,score,at
Pengguna Google,lumayan bagus lah fungsinya aplikasi ini..tapi klo untuk mempercepat buka internet sepertinya tidak ya.karena disaat saya gunakan sinyal kurang bagus malah aplikasi ini tidak bisa di buka/di operasikan.saya itu aj yg perlu di perhatikan ya.karena tidak selalu kita berada di zona sinyal yg kuat/full.,4,2019-08-01 23:19:22
Entom Pratama Putra,"terimakasih berkat turbo vpn pekerjaan jadi mudah, cuman sayang! tidak seperti versi yang dulu tidak ada iklannya, kalau versi sekarang kebanyakan iklan di latar belakang ini sangat mengganggu sekali,,, tapi gak apalah yang penting bisa digunakan dan ini tidak mempengaruhi dalam penilaian, tetap saya kasih bintang 5",5,2022-03-30 06:59:05
Boy,"maaf karna instal hapus instal hapus karena cuma bertahan 30 menit an habis itu lelet sekali (padahal kalau tidak pake vpn tidak lelet), semoga segera diperbaiki. mending dulu kalau mau naikin speed nonton iklan daripada sekarang cuma bisa pakai 30 menit an aja.",1,2022-06-07 22:11:49
Pengguna Google,tolong diperbaiki lagi ya!!!!! knapa sinyal saat sudah terhubung jadi lemot ya. padahal sebelum terhubung kecepatan wifi saya bisa sampe 4mb/s. tapi setelah terhubung cuma 500kb/s ya. tolong ya admin tolong lah dibeneri lagi kalo udah gak lemot lagi kukasih 5 bintang. trimakasih,2,2020-01-13 12:04:27
as Syuhada,"meski jaringan sering terputus dan harus menyambungkan ulang dengan cara masuk ke aplikasinya lagi dengan kata lain menghubungkan manual tapi tetap saya apresiasi dengan bintang 5, namun tolong jangan berhenti berinovasi contohnya dengan membuat fitur agar ketika jaringan terputus dapat terhubung kembali secara otomatis... demikian, terima kasih, semoga dapat terwujud kedepannya fitur seperti yg saya harapkan..",5,2021-01-13 15:43:44
Pengguna Google,"setau saya vpn ini kan untuk menambah kecepatan jaringan ..ketika sudah terhubung kok jaringan saya malah semakin melemah ..bahkan untuk masuk game online pun tidak bisa ..sebelum terhubung kecepatan jaringan saya 100k/s dan setelah terhubung menjadi 0,00k/s naik turun hingga b/s ..tolong diperbaiki dong  dan bagaimana solusi nyah ?? terimakasih ..",5,2019-03-03 18:50:26
Annisa Dian,kalo iya masalah jaringan coba dipake sendiri aplikasi buatannya. makin buruk nih aplikasi sampai bikin frustasi. saya bukannya jelek-jelekin tapi ungkapkan fakta aja. saya pake ini kadang keluar sendiri dan bikin kesal setiap kali make. masa baru aja beberapa detik pake malah keluar sendiri kan ngeselin. juga kebanyakan iklan! wajib itu setiap kali masuk aplikasi dan isinya pun gak penting. saya lebih suka aplikasi yang dulu bukan versi update-nya yang malah memperburuk rating pemakaiannya.,1,2023-05-24 19:20:12
Abi Ray,"gw pemakai dalam setahun lebih dan cuma ini yang ada server gratisnya kalo misal gw kerja di digital aja gw ga masalah kalo berbayar karena bakal ke pake tiap hari, karena pakenya jarang jadi ngambil gratisnya aja, jaringan kuat cuman hanya beberapa menit aja... soal iklan ga dipermasalahkan juga karena itu penghasilan tambahan juga. tingkatkan lagi kualitasnya kalo aja aspirasiku di dengar mungkin bintang nya nambah",4,2022-05-11 23:22:54
Ragil Mukti,"aplikasi ini masih sama seperti versi yang dulu, tidak ada perubahan. disaat menyambungkan ke jaringan, selalu muncul iklan dan menjadi lemot. selain itu, sambungan vpn ini dapat terputus dengan sendirinya jika tidak di gunakan untuk menjelajah internet. mohon di perbaiki lagi, kalau bisa jangan berbayar. terima kasih.",2,2020-07-14 22:21:25
Ahmad Ridho,"memang aplikasinya sangat berguna tapi akhir akhir ini sering terputus koneksinya karena kebanyakan iklan. nempel iklan di aplikasi boleh boleh saja tapi jangan sampai beruntun lah, masak belum 2 menit iklannya banyak alhasil susah connentnya.",1,2021-11-16 22:44:59
Syahrul Hadi,"lumayan, kelebihannya: bisa membuka link yang bermasalah dengan jaringan dan jaringan menjadi lebih cepat, kekurangnnya: terkadang sedikit memperlambat jaringan. misalnya: saat saya menonton youtube terkadang selalu loading, sudah saya putar balik 10 detik kebelakang masih saja loading, jadi saya harus mengaktifkan mode pesawat dulu dan mematikannya kembali dan youtubenya pun menjadi lancar seperti sebelumnya. tapi saya sangat terbantu oleh aplikasi ini. terima kasih.",4,2021-12-25 16:27:44
ryu jii,"awal awal bagus tapi kemudian tidak bisa terkoneksi padahal sudah coba berulang kali dan ketika saya download sesuatu di google/chrome sangat membutuhkan waktu yang lama dan ketika menonton video youtube tidak hd jika saya menggantikan nya agar hd sering ngelag dan lama, jaringan nya kurang lancar juga tapi lumayan untuk vpn",3,2023-07-02 23:38:01
SNSD give me TWICE to BUDDY from ITZY,"sangat sangat buruk!!! semua harus vip gak kaya versi dulu banyak yang free. kalo sekarang yang gratis juga di waktu, mana lama banget lagi kalo nonton iklan biar bisa perpanjang waktu. terus internet jadi lola banget pas pake vpn ini, tapi pas gak dipake lancar jaya tuh.  pokoknya kecewa!!!",1,2021-11-30 06:01:43
Dasep Ono,"bisa,menyambungkan telpon dari luar negeri ,makasih turbo",5,2024-03-12 23:03:47
Markus Marbun,bagus dan masih banyak iklan,5,2024-01-15 00:45:38
Bakhtiar Nj,"sesuai janji saya untuk kasih bintang 5 karena turbo vpn sangat bisa di andalkan,ya kalo masalah iklan ya sudah wajar namanya juga gratisan.",5,2023-10-20 20:25:02
Alfatih Alfatih,"saya pernah uji coba 1 jam bagus aplikasinya karena saya kemudian pergi melaut yang tak terjangkau oleh jaringan ,lalu saya batalkan untuk langganan sekarang ingin uji coba lagi .",5,2023-11-13 22:52:35
ariefbijaksana Pkde,knpa skrang sering keluar sendiri tpi aplikasi ini tetap mantuuuap broo,5,2024-03-03 04:28:10
Rachmad D.S,"ok, aplikasi bagus bekerja dgn baik, tp iklan nya banyak. maklum namanya jg gratisan wkwk...",5,2024-01-05 02:28:35
Oppo Alapantiga,mungkin aku mencari yg gratis dikarenakan ini tidak bisa dipakai karna harus bayar saya harus uinstal saja ya,1,2024-03-18 12:35:55
Haryono Hary,"sangat membantu,kurangi iklan",5,2024-01-27 20:57:54
Suriyon Rion,sangat bagus bisa membantu koneksi internet ke mnh pun,5,2024-02-20 08:30:25
Waluyo Hoky,sangat membantu dan cara pakainya juga tidak ribet,5,2024-03-13 20:22:07
IQBALL ARRIFI,sangat membantu dan mudah di gunakan,5,2024-02-22 07:31:04
Ayu Rofita,"bagus,koneksi cepat bngt",5,2024-02-26 23:04:05
Relly Naruto,"apn turbo tak diragukan lagi buat konektifitas segala macam kegunaannya, saya rekomendasikan bahwa apn turbo sangat bagus banget dan saya selalu memakainya diantara apn abal2 lain,,,, inilah yg bisa dipercaya. mungkin bagi yg sering buffering dikarenakan sinyal atau jaringan didaerah anda kurang memadai.... saran saya,,, tingkatkan lebih baik lagi segala yg ada di turbo vpn,,, supaya kita bisa selalu tetap dan terus menggunakannya,,,,terima kasih.",5,2023-05-27 14:18:00
Aliyah arsanti,kapok ngak ada yang bagus lemot,1,2024-03-17 22:11:33
Rafin Harist Prasetya Rafindra,app ini sangat bagus dañ luar biasa namun kekurangannya agak sedikit yaitu iklannya sangat menggangu setidaknya pihak app ini mohon kurangi iklannya sedit atau tanpa iklan dan itu saja masalanya dan kebagusanny kalau kalian para ingin mendownload app ini jangan kalian ragu atau takut intinya app ini luar biasa,5,2023-10-25 02:59:11
abang Rohmat,mantap aplikasi nya semoga berkembang lebih bagus lagi,5,2024-02-13 23:04:18
Sandi Putra,apk nya bagus tapi sayang jaringannya kadang hilang,3,2024-02-29 11:31:48
Padizah Nst,"aplikasinya bagus,jaringannya harus ganti klou dah lama di pake",5,2024-03-07 00:34:43
Abdul Rohim,mudah mudanan membantu terhadap kendala jaringan,5,2024-01-09 08:24:24
Supratman Oppo,"kualitas jaringan nya tolong di perbaiki lagi,kalau sudah lebih baik bintang lima akan menyusul..",4,2024-02-20 00:16:54
Arkan Raka,"untuk awal pemakaian sudah bagus, cuman lama kelamaan nyambung server nya susah dan iklan semakin banyak",2,2023-12-21 00:42:12
Rafi Sonaji,bagus kalau bisa tambah fitur nya,5,2024-02-17 17:57:14
Lili muslihat Subandi,"lumayan bagus. cuma leletnya minta apun. ada iklan tak apalah, asal jangan terlalu sering dan terlalu panjang durasinya. ini mah parah cuy, sudah iklannya sangat panjang, parahnya tidak bisa di skip. supaya berimbang kecewanya, saya uninstal saja.",1,2021-10-09 12:07:59
Pengguna Google,"setelah saya padam hp lalu saya menyalakan kembali, dan saya tekan hubungkan koneksi.. ternyata vpn sangat bagus sekali jaringannya.. facebook yg tadinya bermasalah jd normal kembali, dan saya kuga bisa buka instalgram, dan lain-lainnya.. . berharap aplikasi ini bisa bermanfaat untuk seterusnya ",5,2019-05-24 13:50:42
Pengguna Google,"aplikasi nya bagus kok, tpi kadang mengkoneksinya agak lama kadang gagal terhubung juga kalau dipake nya lama sampe berjam2 kadang hilang gitu aja harus menghubungkan ulang, mungkin efek signal dan jaringan nya terlalu gede..",5,2020-01-12 23:20:27
Muhammad Aziz baruna,"saya sudah menggunakan ini sekitar 3-4 tahun. dan mungkin anda harus menghapus deskripsi ""100%gratis!"". dan tolong hapus fitur durasi. saya tidak masalah kalau beberapa server dibatasi dan terlalu banyak iklan, tetapi membatasi waktu penggunaan sepertinya sudah keterlaluan.",5,2021-11-24 11:41:27
Asep Saepulloh,cukup bagus apalagi ga ada iklan,5,2024-01-31 19:41:48
datuk malani,mantap tapi baiknyo sinyal nya di perkuat lagi donk,5,2024-02-17 01:10:44
Pengguna Google,sangat bagus bangst bisa terhubung ke seluruh dunia,5,2024-01-17 15:32:18
Bethek 86,iklan nya ya boss jngn terlalu lama,4,2024-03-20 19:44:37
Honest Merciful,tolong jaringan free nya harap di lancar kan.....,5,2024-03-09 03:56:25
Arya Maryana,jaringan lambat perbaiki lah,1,2024-01-20 20:56:40
shadqi 19,"koneksinya bagus pas pake von nya gak ada kendala,tapi yang jadi kendalanya itu pas iklan sering banget gak muncul tanda silang untuk iklannya padahal udah habis durasi iklannya dan udah ditungguin sampai 10 menit tapi gk bisa juga keluar dari iklannya,tolong min di perbaiki sering banget kendala kyk gini soalnya",4,2023-05-23 07:40:51
Mohamad Priyanto,sayang nya iklan nya banyak,5,2024-01-15 01:48:54
fairuz fairuz,baru coba gratis.. klo bermasalah hapus aja,5,2024-01-12 00:37:49
Toni Toni,sangat membantu soal iklan wajar,5,2024-02-01 08:35:32
Hnc Mobile,bagus sangat luar bisa muda dan nyaman,5,2024-02-27 00:18:40
Willi Lagani,tolong di tingkatkan lagi jaringannya,5,2024-03-12 21:53:29
Feni oktalani,aplikasinya ok..dan sangat membantu tapi tolong dong jgn hilang2 trs jaringan vpn nya,5,2024-03-24 01:51:51
Aisyah Rani afandi,"aplikasi ini alasannya demi menonton bokep hah! apa apaan, sama dengan dosa aja , aku kasih bintang tiga maaf ya ini juga ada tarif pembayaran juga tapi iklannya itu lo yang bikin ganggu ",3,2023-12-15 14:14:01
P7 G4ZE,lumayan lah koneksi nya tapi kemahalan vip nya good,5,2024-01-12 06:16:40
ropik 123,kurang bagus kurang tepat berapa kali pindah udah mantap bintang 5 jos terus,3,2024-01-30 22:17:01
Rudi Priady,sangat lancar dan puas,5,2024-03-22 03:08:19
Candra Satria,cukup bagus untuk selancar di web privaci,5,2024-02-19 14:59:57
ジョナサン,"dev kok gk bisa beli premium padahal dana saya cukup tapi malah muncul dana anda tidak cukup.jadi saya kasih bintang 3 dulu, makasih",3,2023-10-27 06:15:25
Kus Wandi,lebih cepat dan mudah login nya,5,2024-01-21 07:48:04
Ndftlhwdi _21,slm dr sy semua bagus tapi ad kendala si dikit tolong dong jangan putus2 sinyal nya pasti anda mengerti..... pokok nya tidak ribet apk ini sangat cepat,5,2023-10-13 22:35:36
Kang Babi,lebih di tingkatkan lagi biar sinyal nya lebih bagus,4,2024-02-15 08:53:30
Fikri Fikri,baru dicoba mudah mudahan bisa digunakan,5,2024-03-07 21:50:00
Ahmad Sanim,saya suka apknya cepat yang kita cari langsung ada di beranda tidak lemot/ lancar untuk di bukanya terimakasih saya kasih bintang 5 pul,5,2023-10-19 11:35:58
Redy Harjadinata,"bagus, cepat,dan mudah di gunakan.",4,2024-01-25 07:17:52
AKBAR TANJUNG,bintang 4 cukup sih soalnya server nya masih kurang kayak china,4,2024-02-18 00:50:51
Hendri Julianto,sanggat bagus dan memuaskan satu lagi sanggat membantu,5,2024-03-19 01:28:59
Clicks Aja,ehmm.. baru beberapa hari di puji. kini kembali terdapat iklan lokal masuk ke sever yang digunakan . tingkatkan keamanan lagi. agar terhubung dengan stabil dan dapat iklan yang sesuai sever saat digunakan agar terjamin keamanannya. maupun yang free or premium.semoga terbaik vpn turbo ini kedepannya,4,2022-08-13 18:10:21
Anonymous19,in8 vpn lumayan buat cari cuan game2 yg nonton iklan...pake vpn ini bisa jebol....hahahaaa...dr jaman game candy kaboom ampe game2 jaman now masih wort it vpn...untuk yg dana kepotong itu awal akses jgn voba gratisan...klik aja logo x di pojok atas...klo lo pade berlangganan yah iyalah saldo lo ilang....hahahaaaaa....,1,2023-12-11 13:38:33
Ridho senja,ok bagus juga...iklan y kalau boleh kurangi bos,5,2024-03-17 01:04:13
edy hamonangan,"thanks atas aplikasinya, semoga semakin melengkapi jika kedepan terdapat kelemahannya",5,2024-03-15 00:08:37
Dave Chanel,bagus sekali loadingnya tapi loading semakin lambat,5,2024-01-12 22:54:45
Savta Jaya,"ini aplikasi makin lama makin banyak iklannya udah lama sampe 33detik, mending pake aplikasi vpn yang lain.",5,2023-12-17 22:21:19
Pradipta Rafanda,bagus dan lancar tanpa gangguan,5,2024-01-24 23:37:26
Anchuck Jr,sangat cocok bagi yang berminat aja,5,2024-03-17 08:51:25
VanS Andriyansah,recommended vpn. sangat rekomendasi vpn & lancar banget,5,2024-03-04 00:32:41
Firman Ali,tolong di percepat lagi sinyalnya,5,2024-02-10 00:42:18
Badriah Badriah,koneksinya sangat cepat.mantap,5,2024-01-16 00:15:32
Yulyan Diki,mantap..tapi iklan .baeee ..,4,2024-01-21 02:21:21
Sumihar Sinaga,"kasih bintang 4 dulu, masih lagi mencoba apk nya turbo vpn",4,2024-03-14 19:55:17
Fatih Khairy777,sinyal nya jelek banget setiap nyambung. perbaiking ngapa.,2,2024-02-16 11:54:22
Indah ratih Indah,"standar lah aplikasinya, kalo ba lbih di tingkatkan lagi",4,2024-01-16 22:23:35
Eka Setiawan,lumayan buat streaming video tapi sayang kadang-kadang lemot banget sinyal nya trus kalo nyangkut/nyasar ke jaringan negara lain selain amerika pasti gak bisa kekonek harusnya developer nya dikembangin lagi apk nya biar lebih enak dalam penggunaannya overall saya suka sih....,5,2023-10-23 18:10:29
kanda kanda,bagus aplikasi ny yg di kunci apapun ini solusinya ny,5,2024-01-31 15:29:00
Muhammad Shadiq,browsing cepat bebas hambatan,5,2024-03-08 10:18:37
Muh Din,apknya lumayan bagus tapi loadingnya lambat,4,2024-02-02 05:43:09
Andre Surya,bagus tapi sayang kalau lama suka loding,4,2024-03-21 15:18:49
M.Taufan Hidayat,sangat baik.sistemnya membuat puas saya dan semoga kedepannya jaringan untuk yg free diluaskan lagi,5,2023-12-26 00:49:18
Septria Ayu,"muncul iklan cepet ngga ada satu detik, mengkoneksikan gagal terus, langsung uninstal bintang 1",1,2024-01-01 21:01:35
Axl Alexander,splikasi nya mantap gampang dimengerti dan mudah dalam cara penggunaan nya.,5,2024-02-10 02:49:44
Naura Cupcake,awal2 make bagus tapi ini kok sekarang sering banget di pilihinnya server yang paling lambattt buka web aja susah,3,2023-12-30 02:15:58
Ano Juhana,sangat bagus tapi maaf ada yg kurang lokasinya dan percobaan gertis nya jangan 1 bulan,5,2024-01-01 17:44:48
Dymas Adytia,"setelah menggunakan aplikasi ini anak saya jadi lebih bersemangat dan juga lebih jantan, dari yang awalnya suaranya cempreng jadi lebih berat",5,2024-02-04 19:24:29
Parmujiyo,aplikasi lumayan.kalau nyambung bagus.tapi sering putus.ganti lokasi koneksi.bikin susah.kalau untuk kerja.ngulang2 lagi.,3,2024-01-10 09:48:31
Anjas Dwi Putra,"iklan nya kurang banyak tot. gila nih apk, sarang iklan dalem nya. nyesel gw download nih apk, otw uninstal ah....",1,2024-01-05 00:20:19
Rediana aby putra,untuk membantu koneksi layanan youtobe lainnya okelah bisa mempermudah lebih baik..,5,2024-01-03 14:04:33
Anita Pandu prakoso123,"biasanya lancar kenapa ini gagal2 terus gag bisa masuk, tahun baru kok mlh jd lemot.. tlg d perbaiki... ",3,2024-01-01 19:36:23
Dody Maisucipto,"banyak iklan nya, jaringan eror mulu. makasih suport nya",1,2024-02-12 18:19:52
Muh Rizal,"pengalaman sya semenjak sya menggunakan apk vpn waw,, sangt2 memuaskan sekali.. pokonya keren dehh.",5,2023-12-27 02:46:25
Rudy Pribady,sangat membantu kerja saya yg harus downlod dari luar. khususnya video pendek tanpa watermark,5,2023-12-26 16:12:03
Razyy,"jelek jaringan udh diganti ke negara/wilayah yg lain sama aja, buang buang waktu gw buat baca bl",2,2024-01-02 19:53:06
Hari Yanto,kurang 1 bisa gk jangan tampil diatas layar aktif enggak vpn nya...tolong la malu cuyyy,5,2024-01-03 02:27:25
Mr Yudi,"saat pertama menggunakan saya beri bintang 4, bila dipakai terasa lebih baik, cepat dan aman maka akan saya beri bintang yang terbaik. semoga aplikasi ini menjadi yang terbaik dari yang baik.",4,2024-01-05 09:15:33
bolon black87,bagus.. tapi kenapa bisa terputus sendiri turbo vpn nya,5,2023-12-26 05:26:55
Babang Rahman,turbo vpn adalah aplikasi sangat bagus untuk mengakses server lain,5,2023-12-30 16:57:56
Galang Hendriansyah,jaringan tdk bagus terus pas pake nih apk,1,2024-03-12 22:55:45
Aris Black,bagus aplikasinya tpi tolong agak ditingkatin lgi soalnya kdang2 mati sendiri + kluar sendiri..,4,2024-01-01 21:28:44
Hasan herlandy Herlandy,bagus sih.cuman kalo sudah pemakaian lebih dari 1 jam jadi lemot banget,3,2023-12-28 05:48:51
Arius Imanuel Bastian,bagus banget ya ampun dan efisien untuk mencegah terjadinya lemot dan juga gak terlalu ke my,1,2023-12-30 21:24:33
nengpanda 96,aplikasinya sudah bagus tapi mohon untuk jangan terlalu banyak iklan,5,2024-01-05 23:33:32
Bangkit Sajati,canggih cepat akurat gg menesel masang apk yg keren ini...! puas puas & puas...!!! *****,5,2024-01-10 22:59:57
Yosa Febriwon,"mantap lh pokoknya, tingkat kan terus",5,2024-03-01 17:04:51
Tomtom Ori,tolong lebih diperbaiki lagi untuk kecepatan download,4,2024-02-26 22:21:43
arif m khair,"aplikasi udah bagus, untuk kecepatan jaringan waktu di pakai juga stabil, tetapi umtuk tampilah awal agak susah untuk di pahami dan sedikit pilihan menunya",4,2023-10-08 00:30:49
Bang Adit,sangat cocok untuk perjalanan,5,2024-03-07 06:00:52
Mulyadi N'cek,apk nya bagus tapi yang kurang tidak bisa saat maain game,4,2024-02-01 08:12:27
Oldy Abas,koneksi bagus dan cepat,5,2024-03-16 00:30:40
Agus Haeruman,klo bisa jgn terlalu bnyk iklan,4,2024-02-22 11:32:44
Iim Irwanto,iklan nya terlalu lama,3,2024-01-18 00:18:29
Yuu Kun,"buat server khusus call of duty itu masih masih ngelag, bikin delay saat nembak. diperbaiki lagi ",5,2023-11-29 10:41:34
Oki Pulih,bagus cepat dgn koneksi super,5,2024-02-08 14:24:00
Marlina Dumingan,"aplikasi ini sangat,sangat sekali membantu saya... terimah kasih play store",5,2024-02-17 05:17:44
Feri Hermawan,lancar jaya sedikit iklan wajar,5,2024-02-08 08:21:48
Irmank Manl,aplikasi nya sangat bermanfaat dan bagus saat bermain game aplikasinya bagus,5,2024-03-18 14:11:40
Nurul Laili,bagus tp iklannya bnyak,4,2024-03-16 13:44:31
pak Katim,bagus nih jaringan nya tiada nge. like,5,2024-02-29 13:51:38
Oni Parlina,mudah dipakai dan sangat membantu sekali...,5,2024-03-19 20:04:46
